source;target;interaction;directed;
6091;I45;18;YANLIŞ;
6092;I35;18;YANLIŞ;
6092;I36;18;YANLIŞ;
6092;I37;18;YANLIŞ;
6092;I38;18;YANLIŞ;
6092;I42;18;YANLIŞ;
6092;I45;18;YANLIŞ;
6093;I35;18;YANLIŞ;
6093;I36;18;YANLIŞ;
6093;I37;18;YANLIŞ;
6093;I38;18;YANLIŞ;
6093;I42;18;YANLIŞ;
6093;I45;18;YANLIŞ;
6094;I35;18;YANLIŞ;
6094;I36;18;YANLIŞ;
6094;I37;18;YANLIŞ;
6094;I38;18;YANLIŞ;
6094;I42;18;YANLIŞ;
6094;I45;18;YANLIŞ;
6095;I35;18;YANLIŞ;
6095;I36;18;YANLIŞ;
6095;I37;18;YANLIŞ;
6095;I38;18;YANLIŞ;
6095;I42;18;YANLIŞ;
6095;I45;18;YANLIŞ;
6096;I35;18;YANLIŞ;
6096;I36;18;YANLIŞ;
6096;I37;18;YANLIŞ;
6096;I38;18;YANLIŞ;
6096;I42;18;YANLIŞ;
6096;I45;18;YANLIŞ;
6097;I35;18;YANLIŞ;
6097;I36;18;YANLIŞ;
6097;I37;18;YANLIŞ;
6097;I38;18;YANLIŞ;
6097;I42;18;YANLIŞ;
6097;I45;18;YANLIŞ;
6098;I35;18;YANLIŞ;
6098;I36;18;YANLIŞ;
6098;I37;18;YANLIŞ;
6098;I38;18;YANLIŞ;
6098;I42;18;YANLIŞ;
6098;I45;18;YANLIŞ;
6099;I35;18;YANLIŞ;
6099;I36;18;YANLIŞ;
6099;I37;18;YANLIŞ;
6099;I38;18;YANLIŞ;
6099;I42;18;YANLIŞ;
6099;I45;18;YANLIŞ;
6100;I35;18;YANLIŞ;
6100;I36;18;YANLIŞ;
6100;I37;18;YANLIŞ;
6100;I38;18;YANLIŞ;
6100;I42;18;YANLIŞ;
6100;I45;18;YANLIŞ;
6101;I35;18;YANLIŞ;
6101;I36;18;YANLIŞ;
6101;I37;18;YANLIŞ;
6101;I38;18;YANLIŞ;
6101;I42;18;YANLIŞ;
6101;I45;18;YANLIŞ;
6102;I35;18;YANLIŞ;
6102;I36;18;YANLIŞ;
6102;I37;18;YANLIŞ;
6102;I38;18;YANLIŞ;
6102;I42;18;YANLIŞ;
6102;I45;18;YANLIŞ;
6103;I35;18;YANLIŞ;
6103;I36;18;YANLIŞ;
6103;I37;18;YANLIŞ;
6103;I38;18;YANLIŞ;
6103;I42;18;YANLIŞ;
6103;I45;18;YANLIŞ;
6104;I35;18;YANLIŞ;
6104;I36;18;YANLIŞ;
6104;I37;18;YANLIŞ;
6104;I38;18;YANLIŞ;
6104;I42;18;YANLIŞ;
6104;I45;18;YANLIŞ;
6105;I35;18;YANLIŞ;
6105;I36;18;YANLIŞ;
6105;I37;18;YANLIŞ;
6105;I38;18;YANLIŞ;
6105;I42;18;YANLIŞ;
6105;I45;18;YANLIŞ;
6106;I35;18;YANLIŞ;
6106;I36;18;YANLIŞ;
6106;I37;18;YANLIŞ;
6106;I38;18;YANLIŞ;
6106;I42;18;YANLIŞ;
6106;I45;18;YANLIŞ;
6107;I35;18;YANLIŞ;
6107;I36;18;YANLIŞ;
6107;I37;18;YANLIŞ;
6107;I38;18;YANLIŞ;
6107;I42;18;YANLIŞ;
6107;I45;18;YANLIŞ;
6108;I35;18;YANLIŞ;
6108;I36;18;YANLIŞ;
6108;I37;18;YANLIŞ;
6108;I38;18;YANLIŞ;
6108;I42;18;YANLIŞ;
6108;I45;18;YANLIŞ;
6109;I35;18;YANLIŞ;
6109;I36;18;YANLIŞ;
6109;I37;18;YANLIŞ;
6109;I38;18;YANLIŞ;
6109;I42;18;YANLIŞ;
6109;I45;18;YANLIŞ;
6110;I35;18;YANLIŞ;
6110;I36;18;YANLIŞ;
6110;I37;18;YANLIŞ;
6110;I38;18;YANLIŞ;
6110;I42;18;YANLIŞ;
6110;I45;18;YANLIŞ;
6111;I35;18;YANLIŞ;
6111;I36;18;YANLIŞ;
6111;I37;18;YANLIŞ;
6111;I38;18;YANLIŞ;
6111;I42;18;YANLIŞ;
6111;I45;18;YANLIŞ;
6112;I35;18;YANLIŞ;
6112;I36;18;YANLIŞ;
6112;I37;18;YANLIŞ;
6112;I38;18;YANLIŞ;
6112;I42;18;YANLIŞ;
6112;I45;18;YANLIŞ;
6113;I35;18;YANLIŞ;
6113;I36;18;YANLIŞ;
6113;I37;18;YANLIŞ;
6113;I38;18;YANLIŞ;
6113;I42;18;YANLIŞ;
6113;I45;18;YANLIŞ;
6114;I35;18;YANLIŞ;
6114;I36;18;YANLIŞ;
6114;I37;18;YANLIŞ;
6114;I38;18;YANLIŞ;
6114;I42;18;YANLIŞ;
6114;I45;18;YANLIŞ;
6115;I35;18;YANLIŞ;
6115;I36;18;YANLIŞ;
6115;I37;18;YANLIŞ;
6115;I38;18;YANLIŞ;
6115;I42;18;YANLIŞ;
6115;I45;18;YANLIŞ;
6116;I35;18;YANLIŞ;
6116;I36;18;YANLIŞ;
6116;I37;18;YANLIŞ;
6116;I38;18;YANLIŞ;
6116;I42;18;YANLIŞ;
6116;I45;18;YANLIŞ;
6117;I35;18;YANLIŞ;
6117;I36;18;YANLIŞ;
6117;I37;18;YANLIŞ;
6117;I38;18;YANLIŞ;
6117;I42;18;YANLIŞ;
6117;I45;18;YANLIŞ;
6118;I35;18;YANLIŞ;
6118;I36;18;YANLIŞ;
6118;I37;18;YANLIŞ;
6118;I38;18;YANLIŞ;
6118;I42;18;YANLIŞ;
6118;I45;18;YANLIŞ;
6119;I35;18;YANLIŞ;
6119;I36;18;YANLIŞ;
6119;I37;18;YANLIŞ;
6119;I38;18;YANLIŞ;
6119;I42;18;YANLIŞ;
6119;I45;18;YANLIŞ;
6120;I35;18;YANLIŞ;
6120;I36;18;YANLIŞ;
6120;I37;18;YANLIŞ;
6120;I38;18;YANLIŞ;
6120;I42;18;YANLIŞ;
6120;I45;18;YANLIŞ;
6121;I35;18;YANLIŞ;
6121;I36;18;YANLIŞ;
6121;I37;18;YANLIŞ;
6121;I38;18;YANLIŞ;
6121;I42;18;YANLIŞ;
6121;I45;18;YANLIŞ;
6122;I35;18;YANLIŞ;
6122;I36;18;YANLIŞ;
6122;I37;18;YANLIŞ;
6122;I38;18;YANLIŞ;
6122;I42;18;YANLIŞ;
6122;I45;18;YANLIŞ;
6123;I35;18;YANLIŞ;
6123;I36;18;YANLIŞ;
6123;I37;18;YANLIŞ;
6123;I38;18;YANLIŞ;
6123;I42;18;YANLIŞ;
6123;I45;18;YANLIŞ;
6124;I35;18;YANLIŞ;
6124;I36;18;YANLIŞ;
6124;I37;18;YANLIŞ;
6124;I38;18;YANLIŞ;
6124;I42;18;YANLIŞ;
6124;I45;18;YANLIŞ;
6125;I35;18;YANLIŞ;
6125;I36;18;YANLIŞ;
6125;I37;18;YANLIŞ;
6125;I38;18;YANLIŞ;
6125;I42;18;YANLIŞ;
6125;I45;18;YANLIŞ;
6126;I35;18;YANLIŞ;
6126;I36;18;YANLIŞ;
6126;I37;18;YANLIŞ;
6126;I38;18;YANLIŞ;
6126;I42;18;YANLIŞ;
6126;I45;18;YANLIŞ;
6127;I35;18;YANLIŞ;
6127;I36;18;YANLIŞ;
6127;I37;18;YANLIŞ;
6127;I38;18;YANLIŞ;
6127;I42;18;YANLIŞ;
6127;I45;18;YANLIŞ;
6128;I35;18;YANLIŞ;
6128;I36;18;YANLIŞ;
6128;I37;18;YANLIŞ;
6128;I38;18;YANLIŞ;
6128;I42;18;YANLIŞ;
6128;I45;18;YANLIŞ;
6129;I35;18;YANLIŞ;
6129;I36;18;YANLIŞ;
6129;I37;18;YANLIŞ;
6129;I38;18;YANLIŞ;
6129;I42;18;YANLIŞ;
6129;I45;18;YANLIŞ;
6130;I35;18;YANLIŞ;
6130;I36;18;YANLIŞ;
6130;I37;18;YANLIŞ;
6130;I38;18;YANLIŞ;
6130;I42;18;YANLIŞ;
6130;I45;18;YANLIŞ;
6131;I35;18;YANLIŞ;
6131;I36;18;YANLIŞ;
6131;I37;18;YANLIŞ;
6131;I38;18;YANLIŞ;
6131;I42;18;YANLIŞ;
6131;I45;18;YANLIŞ;
6132;I35;18;YANLIŞ;
6132;I36;18;YANLIŞ;
6132;I37;18;YANLIŞ;
6132;I38;18;YANLIŞ;
6132;I42;18;YANLIŞ;
6132;I45;18;YANLIŞ;
6133;I35;18;YANLIŞ;
6133;I36;18;YANLIŞ;
6133;I37;18;YANLIŞ;
6133;I38;18;YANLIŞ;
6133;I42;18;YANLIŞ;
6133;I45;18;YANLIŞ;
6134;I35;18;YANLIŞ;
6134;I36;18;YANLIŞ;
6134;I37;18;YANLIŞ;
6134;I38;18;YANLIŞ;
6134;I42;18;YANLIŞ;
6134;I45;18;YANLIŞ;
6135;I35;18;YANLIŞ;
6135;I36;18;YANLIŞ;
6135;I37;18;YANLIŞ;
6135;I38;18;YANLIŞ;
6135;I42;18;YANLIŞ;
6135;I45;18;YANLIŞ;
6136;I35;18;YANLIŞ;
6136;I36;18;YANLIŞ;
6136;I37;18;YANLIŞ;
6136;I38;18;YANLIŞ;
6136;I42;18;YANLIŞ;
6136;I45;18;YANLIŞ;
6137;I35;18;YANLIŞ;
6137;I36;18;YANLIŞ;
6137;I37;18;YANLIŞ;
6137;I38;18;YANLIŞ;
6137;I42;18;YANLIŞ;
6137;I45;18;YANLIŞ;
6138;I35;18;YANLIŞ;
6138;I36;18;YANLIŞ;
6138;I37;18;YANLIŞ;
6138;I38;18;YANLIŞ;
6138;I42;18;YANLIŞ;
6138;I45;18;YANLIŞ;
6139;I35;18;YANLIŞ;
6139;I36;18;YANLIŞ;
6139;I37;18;YANLIŞ;
6139;I38;18;YANLIŞ;
6139;I42;18;YANLIŞ;
6139;I45;18;YANLIŞ;
6140;I35;18;YANLIŞ;
6140;I36;18;YANLIŞ;
6140;I37;18;YANLIŞ;
6140;I38;18;YANLIŞ;
6140;I42;18;YANLIŞ;
6140;I45;18;YANLIŞ;
6141;I35;18;YANLIŞ;
6141;I36;18;YANLIŞ;
6141;I37;18;YANLIŞ;
6141;I38;18;YANLIŞ;
6141;I42;18;YANLIŞ;
6141;I45;18;YANLIŞ;
6142;I35;18;YANLIŞ;
6142;I36;18;YANLIŞ;
6142;I37;18;YANLIŞ;
6142;I38;18;YANLIŞ;
6142;I42;18;YANLIŞ;
6142;I45;18;YANLIŞ;
6143;I35;18;YANLIŞ;
6143;I36;18;YANLIŞ;
6143;I37;18;YANLIŞ;
6143;I38;18;YANLIŞ;
6143;I42;18;YANLIŞ;
6143;I45;18;YANLIŞ;
6144;I35;18;YANLIŞ;
6144;I36;18;YANLIŞ;
6144;I37;18;YANLIŞ;
6144;I38;18;YANLIŞ;
6144;I42;18;YANLIŞ;
6144;I45;18;YANLIŞ;
6145;I35;18;YANLIŞ;
6145;I36;18;YANLIŞ;
6145;I37;18;YANLIŞ;
6145;I38;18;YANLIŞ;
6145;I42;18;YANLIŞ;
6145;I45;18;YANLIŞ;
6146;I35;18;YANLIŞ;
6146;I36;18;YANLIŞ;
6146;I37;18;YANLIŞ;
6146;I38;18;YANLIŞ;
6146;I42;18;YANLIŞ;
6146;I45;18;YANLIŞ;
6147;I35;18;YANLIŞ;
6147;I36;18;YANLIŞ;
6147;I37;18;YANLIŞ;
6147;I38;18;YANLIŞ;
6147;I42;18;YANLIŞ;
6147;I45;18;YANLIŞ;
6148;I35;18;YANLIŞ;
6148;I36;18;YANLIŞ;
6148;I37;18;YANLIŞ;
6148;I38;18;YANLIŞ;
6148;I42;18;YANLIŞ;
6148;I45;18;YANLIŞ;
6149;I35;18;YANLIŞ;
6149;I36;18;YANLIŞ;
6149;I37;18;YANLIŞ;
6149;I38;18;YANLIŞ;
6149;I42;18;YANLIŞ;
6149;I45;18;YANLIŞ;
6150;I35;18;YANLIŞ;
6150;I36;18;YANLIŞ;
6150;I37;18;YANLIŞ;
6150;I38;18;YANLIŞ;
6150;I42;18;YANLIŞ;
6150;I45;18;YANLIŞ;
6151;I35;18;YANLIŞ;
6151;I36;18;YANLIŞ;
6151;I37;18;YANLIŞ;
6151;I38;18;YANLIŞ;
6151;I42;18;YANLIŞ;
6151;I45;18;YANLIŞ;
6152;I35;18;YANLIŞ;
6152;I36;18;YANLIŞ;
6152;I37;18;YANLIŞ;
6152;I38;18;YANLIŞ;
6152;I42;18;YANLIŞ;
6152;I45;18;YANLIŞ;
6153;I35;18;YANLIŞ;
6153;I36;18;YANLIŞ;
6153;I37;18;YANLIŞ;
6153;I38;18;YANLIŞ;
6153;I42;18;YANLIŞ;
6153;I45;18;YANLIŞ;
6154;I35;18;YANLIŞ;
6154;I36;18;YANLIŞ;
6154;I37;18;YANLIŞ;
6154;I38;18;YANLIŞ;
6154;I42;18;YANLIŞ;
6154;I45;18;YANLIŞ;
6155;I35;18;YANLIŞ;
6155;I36;18;YANLIŞ;
6155;I37;18;YANLIŞ;
6155;I38;18;YANLIŞ;
6155;I42;18;YANLIŞ;
6155;I45;18;YANLIŞ;
6156;I35;18;YANLIŞ;
6156;I36;18;YANLIŞ;
6156;I37;18;YANLIŞ;
6156;I38;18;YANLIŞ;
6156;I42;18;YANLIŞ;
6156;I45;18;YANLIŞ;
6157;I35;18;YANLIŞ;
6157;I36;18;YANLIŞ;
6157;I37;18;YANLIŞ;
6157;I38;18;YANLIŞ;
6157;I42;18;YANLIŞ;
6157;I45;18;YANLIŞ;
6158;I35;18;YANLIŞ;
6158;I36;18;YANLIŞ;
6158;I37;18;YANLIŞ;
6158;I38;18;YANLIŞ;
6158;I42;18;YANLIŞ;
6158;I45;18;YANLIŞ;
6159;I35;18;YANLIŞ;
6159;I36;18;YANLIŞ;
6159;I37;18;YANLIŞ;
6159;I38;18;YANLIŞ;
6159;I42;18;YANLIŞ;
6159;I45;18;YANLIŞ;
6160;I35;18;YANLIŞ;
6160;I36;18;YANLIŞ;
6160;I37;18;YANLIŞ;
6160;I38;18;YANLIŞ;
6160;I42;18;YANLIŞ;
6160;I45;18;YANLIŞ;
6161;I35;18;YANLIŞ;
6161;I36;18;YANLIŞ;
6161;I37;18;YANLIŞ;
6161;I38;18;YANLIŞ;
6161;I42;18;YANLIŞ;
6161;I45;18;YANLIŞ;
6162;I35;18;YANLIŞ;
6162;I36;18;YANLIŞ;
6162;I37;18;YANLIŞ;
6162;I38;18;YANLIŞ;
6162;I42;18;YANLIŞ;
6162;I45;18;YANLIŞ;
6163;I35;18;YANLIŞ;
6163;I36;18;YANLIŞ;
6163;I37;18;YANLIŞ;
6163;I38;18;YANLIŞ;
6163;I42;18;YANLIŞ;
6163;I45;18;YANLIŞ;
6164;I35;18;YANLIŞ;
6164;I36;18;YANLIŞ;
6164;I37;18;YANLIŞ;
6164;I38;18;YANLIŞ;
6164;I42;18;YANLIŞ;
6164;I45;18;YANLIŞ;
6165;I35;18;YANLIŞ;
6165;I36;18;YANLIŞ;
6165;I37;18;YANLIŞ;
6165;I38;18;YANLIŞ;
6165;I42;18;YANLIŞ;
6165;I45;18;YANLIŞ;
6166;I35;18;YANLIŞ;
6166;I36;18;YANLIŞ;
6166;I37;18;YANLIŞ;
6166;I38;18;YANLIŞ;
6166;I42;18;YANLIŞ;
6166;I45;18;YANLIŞ;
6167;I35;18;YANLIŞ;
6167;I36;18;YANLIŞ;
6167;I37;18;YANLIŞ;
6167;I38;18;YANLIŞ;
6167;I42;18;YANLIŞ;
6167;I45;18;YANLIŞ;
6168;I35;18;YANLIŞ;
6168;I36;18;YANLIŞ;
6168;I37;18;YANLIŞ;
6168;I38;18;YANLIŞ;
6168;I42;18;YANLIŞ;
6168;I45;18;YANLIŞ;
6169;I35;18;YANLIŞ;
6169;I36;18;YANLIŞ;
6169;I37;18;YANLIŞ;
6169;I38;18;YANLIŞ;
6169;I42;18;YANLIŞ;
6169;I45;18;YANLIŞ;
6170;I35;18;YANLIŞ;
6170;I36;18;YANLIŞ;
6170;I37;18;YANLIŞ;
6170;I38;18;YANLIŞ;
6170;I42;18;YANLIŞ;
6170;I45;18;YANLIŞ;
6171;I35;18;YANLIŞ;
6171;I36;18;YANLIŞ;
6171;I37;18;YANLIŞ;
6171;I38;18;YANLIŞ;
6171;I42;18;YANLIŞ;
6171;I45;18;YANLIŞ;
6172;I35;18;YANLIŞ;
6172;I36;18;YANLIŞ;
6172;I37;18;YANLIŞ;
6172;I38;18;YANLIŞ;
6172;I42;18;YANLIŞ;
6172;I45;18;YANLIŞ;
6173;I35;18;YANLIŞ;
6173;I36;18;YANLIŞ;
6173;I37;18;YANLIŞ;
6173;I38;18;YANLIŞ;
6173;I42;18;YANLIŞ;
6173;I45;18;YANLIŞ;
6174;I35;18;YANLIŞ;
6174;I36;18;YANLIŞ;
6174;I37;18;YANLIŞ;
6174;I38;18;YANLIŞ;
6174;I42;18;YANLIŞ;
6174;I45;18;YANLIŞ;
6175;I35;18;YANLIŞ;
6175;I36;18;YANLIŞ;
6175;I37;18;YANLIŞ;
6175;I38;18;YANLIŞ;
6175;I42;18;YANLIŞ;
6175;I45;18;YANLIŞ;
6176;I35;18;YANLIŞ;
6176;I36;18;YANLIŞ;
6176;I37;18;YANLIŞ;
6176;I38;18;YANLIŞ;
6176;I42;18;YANLIŞ;
6176;I45;18;YANLIŞ;
6177;I35;18;YANLIŞ;
6177;I36;18;YANLIŞ;
6177;I37;18;YANLIŞ;
6177;I38;18;YANLIŞ;
6177;I42;18;YANLIŞ;
6177;I45;18;YANLIŞ;
6178;I35;18;YANLIŞ;
6178;I36;18;YANLIŞ;
6178;I37;18;YANLIŞ;
6178;I38;18;YANLIŞ;
6178;I42;18;YANLIŞ;
6178;I45;18;YANLIŞ;
6179;I35;18;YANLIŞ;
6179;I36;18;YANLIŞ;
6179;I37;18;YANLIŞ;
6179;I38;18;YANLIŞ;
6179;I42;18;YANLIŞ;
6179;I45;18;YANLIŞ;
6180;I35;18;YANLIŞ;
6180;I36;18;YANLIŞ;
6180;I37;18;YANLIŞ;
6180;I38;18;YANLIŞ;
6180;I42;18;YANLIŞ;
6180;I45;18;YANLIŞ;
6181;I35;18;YANLIŞ;
6181;I36;18;YANLIŞ;
6181;I37;18;YANLIŞ;
6181;I38;18;YANLIŞ;
6181;I42;18;YANLIŞ;
6181;I45;18;YANLIŞ;
6182;I35;18;YANLIŞ;
6182;I36;18;YANLIŞ;
6182;I37;18;YANLIŞ;
6182;I38;18;YANLIŞ;
6182;I42;18;YANLIŞ;
6182;I45;18;YANLIŞ;
6183;I35;18;YANLIŞ;
6183;I36;18;YANLIŞ;
6183;I37;18;YANLIŞ;
6183;I38;18;YANLIŞ;
6183;I42;18;YANLIŞ;
6183;I45;18;YANLIŞ;
6184;I35;18;YANLIŞ;
6184;I36;18;YANLIŞ;
6184;I37;18;YANLIŞ;
6184;I38;18;YANLIŞ;
6184;I42;18;YANLIŞ;
6184;I45;18;YANLIŞ;
6185;I35;18;YANLIŞ;
6185;I36;18;YANLIŞ;
6185;I37;18;YANLIŞ;
6185;I38;18;YANLIŞ;
6185;I42;18;YANLIŞ;
6185;I45;18;YANLIŞ;
6186;I35;18;YANLIŞ;
6186;I36;18;YANLIŞ;
6186;I37;18;YANLIŞ;
6186;I38;18;YANLIŞ;
6186;I42;18;YANLIŞ;
6186;I45;18;YANLIŞ;
6187;I35;18;YANLIŞ;
6187;I36;18;YANLIŞ;
6187;I37;18;YANLIŞ;
6187;I38;18;YANLIŞ;
6187;I42;18;YANLIŞ;
6187;I45;18;YANLIŞ;
6188;I35;18;YANLIŞ;
6188;I36;18;YANLIŞ;
6188;I37;18;YANLIŞ;
6188;I38;18;YANLIŞ;
6188;I42;18;YANLIŞ;
6188;I45;18;YANLIŞ;
6189;I35;18;YANLIŞ;
6189;I36;18;YANLIŞ;
6189;I37;18;YANLIŞ;
6189;I38;18;YANLIŞ;
6189;I42;18;YANLIŞ;
6189;I45;18;YANLIŞ;
6190;I35;18;YANLIŞ;
6190;I36;18;YANLIŞ;
6190;I37;18;YANLIŞ;
6190;I38;18;YANLIŞ;
6190;I42;18;YANLIŞ;
6190;I45;18;YANLIŞ;
6191;I35;18;YANLIŞ;
6191;I36;18;YANLIŞ;
6191;I37;18;YANLIŞ;
6191;I38;18;YANLIŞ;
6191;I42;18;YANLIŞ;
6191;I45;18;YANLIŞ;
6192;I35;18;YANLIŞ;
6192;I36;18;YANLIŞ;
6192;I37;18;YANLIŞ;
6192;I38;18;YANLIŞ;
6192;I42;18;YANLIŞ;
6192;I45;18;YANLIŞ;
6193;I35;18;YANLIŞ;
6193;I36;18;YANLIŞ;
6193;I37;18;YANLIŞ;
6193;I38;18;YANLIŞ;
6193;I42;18;YANLIŞ;
6193;I45;18;YANLIŞ;
6194;I35;18;YANLIŞ;
6194;I36;18;YANLIŞ;
6194;I37;18;YANLIŞ;
6194;I38;18;YANLIŞ;
6194;I42;18;YANLIŞ;
6194;I45;18;YANLIŞ;
6195;I35;18;YANLIŞ;
6195;I36;18;YANLIŞ;
6195;I37;18;YANLIŞ;
6195;I38;18;YANLIŞ;
6195;I42;18;YANLIŞ;
6195;I45;18;YANLIŞ;
6196;I35;18;YANLIŞ;
6196;I36;18;YANLIŞ;
6196;I37;18;YANLIŞ;
6196;I38;18;YANLIŞ;
6196;I42;18;YANLIŞ;
6196;I45;18;YANLIŞ;
6197;I35;18;YANLIŞ;
6197;I36;18;YANLIŞ;
6197;I37;18;YANLIŞ;
6197;I38;18;YANLIŞ;
6197;I42;18;YANLIŞ;
6197;I45;18;YANLIŞ;
6198;I35;18;YANLIŞ;
6198;I36;18;YANLIŞ;
6198;I37;18;YANLIŞ;
6198;I38;18;YANLIŞ;
6198;I42;18;YANLIŞ;
6198;I45;18;YANLIŞ;
6199;I35;18;YANLIŞ;
6199;I36;18;YANLIŞ;
6199;I37;18;YANLIŞ;
6199;I38;18;YANLIŞ;
6199;I42;18;YANLIŞ;
6199;I45;18;YANLIŞ;
6200;I35;18;YANLIŞ;
6200;I36;18;YANLIŞ;
6200;I37;18;YANLIŞ;
6200;I38;18;YANLIŞ;
6200;I42;18;YANLIŞ;
6200;I45;18;YANLIŞ;
6201;I35;18;YANLIŞ;
6201;I36;18;YANLIŞ;
6201;I37;18;YANLIŞ;
6201;I38;18;YANLIŞ;
6201;I42;18;YANLIŞ;
6201;I45;18;YANLIŞ;
6202;I35;18;YANLIŞ;
6202;I36;18;YANLIŞ;
6202;I37;18;YANLIŞ;
6202;I38;18;YANLIŞ;
6202;I42;18;YANLIŞ;
6202;I45;18;YANLIŞ;
6203;I35;18;YANLIŞ;
6203;I36;18;YANLIŞ;
6203;I37;18;YANLIŞ;
6203;I38;18;YANLIŞ;
6203;I42;18;YANLIŞ;
6203;I45;18;YANLIŞ;
6204;I35;18;YANLIŞ;
6204;I36;18;YANLIŞ;
6204;I37;18;YANLIŞ;
6204;I38;18;YANLIŞ;
6204;I42;18;YANLIŞ;
6204;I45;18;YANLIŞ;
6205;I35;18;YANLIŞ;
6205;I36;18;YANLIŞ;
6205;I37;18;YANLIŞ;
6205;I38;18;YANLIŞ;
6205;I42;18;YANLIŞ;
6205;I45;18;YANLIŞ;
6206;I35;18;YANLIŞ;
6206;I36;18;YANLIŞ;
6206;I37;18;YANLIŞ;
6206;I38;18;YANLIŞ;
6206;I42;18;YANLIŞ;
6206;I45;18;YANLIŞ;
6207;I35;18;YANLIŞ;
6207;I36;18;YANLIŞ;
6207;I37;18;YANLIŞ;
6207;I38;18;YANLIŞ;
6207;I42;18;YANLIŞ;
6207;I45;18;YANLIŞ;
6208;I35;18;YANLIŞ;
6208;I36;18;YANLIŞ;
6208;I37;18;YANLIŞ;
6208;I38;18;YANLIŞ;
6208;I42;18;YANLIŞ;
6208;I45;18;YANLIŞ;
6209;I35;18;YANLIŞ;
6209;I36;18;YANLIŞ;
6209;I37;18;YANLIŞ;
6209;I38;18;YANLIŞ;
6209;I42;18;YANLIŞ;
6209;I45;18;YANLIŞ;
6210;I35;18;YANLIŞ;
6210;I36;18;YANLIŞ;
6210;I37;18;YANLIŞ;
6210;I38;18;YANLIŞ;
6210;I42;18;YANLIŞ;
6210;I45;18;YANLIŞ;
6211;I35;18;YANLIŞ;
6211;I36;18;YANLIŞ;
6211;I37;18;YANLIŞ;
6211;I38;18;YANLIŞ;
6211;I42;18;YANLIŞ;
6211;I45;18;YANLIŞ;
6212;I35;18;YANLIŞ;
6212;I36;18;YANLIŞ;
6212;I37;18;YANLIŞ;
6212;I38;18;YANLIŞ;
6212;I42;18;YANLIŞ;
6212;I45;18;YANLIŞ;
6213;I35;18;YANLIŞ;
6213;I36;18;YANLIŞ;
6213;I37;18;YANLIŞ;
6213;I38;18;YANLIŞ;
6213;I42;18;YANLIŞ;
6213;I45;18;YANLIŞ;
6214;I35;18;YANLIŞ;
6214;I36;18;YANLIŞ;
6214;I37;18;YANLIŞ;
6214;I38;18;YANLIŞ;
6214;I42;18;YANLIŞ;
6214;I45;18;YANLIŞ;
6215;I35;18;YANLIŞ;
6215;I36;18;YANLIŞ;
6215;I37;18;YANLIŞ;
6215;I38;18;YANLIŞ;
6215;I42;18;YANLIŞ;
6215;I45;18;YANLIŞ;
6216;I35;18;YANLIŞ;
6216;I36;18;YANLIŞ;
6216;I37;18;YANLIŞ;
6216;I38;18;YANLIŞ;
6216;I42;18;YANLIŞ;
6216;I45;18;YANLIŞ;
6217;I35;18;YANLIŞ;
6217;I36;18;YANLIŞ;
6217;I37;18;YANLIŞ;
6217;I38;18;YANLIŞ;
6217;I42;18;YANLIŞ;
6217;I45;18;YANLIŞ;
6218;I35;18;YANLIŞ;
6218;I36;18;YANLIŞ;
6218;I37;18;YANLIŞ;
6218;I38;18;YANLIŞ;
6218;I42;18;YANLIŞ;
6218;I45;18;YANLIŞ;
6219;I35;18;YANLIŞ;
6219;I36;18;YANLIŞ;
6219;I37;18;YANLIŞ;
6219;I38;18;YANLIŞ;
6219;I42;18;YANLIŞ;
6219;I45;18;YANLIŞ;
6220;I35;18;YANLIŞ;
6220;I36;18;YANLIŞ;
6220;I37;18;YANLIŞ;
6220;I38;18;YANLIŞ;
6220;I42;18;YANLIŞ;
6220;I45;18;YANLIŞ;
6221;I35;18;YANLIŞ;
6221;I36;18;YANLIŞ;
6221;I37;18;YANLIŞ;
6221;I38;18;YANLIŞ;
6221;I42;18;YANLIŞ;
6221;I45;18;YANLIŞ;
6222;I35;18;YANLIŞ;
6222;I36;18;YANLIŞ;
6222;I37;18;YANLIŞ;
6222;I38;18;YANLIŞ;
6222;I42;18;YANLIŞ;
6222;I45;18;YANLIŞ;
6223;I35;18;YANLIŞ;
6223;I36;18;YANLIŞ;
6223;I37;18;YANLIŞ;
6223;I38;18;YANLIŞ;
6223;I42;18;YANLIŞ;
6223;I45;18;YANLIŞ;
6224;I35;18;YANLIŞ;
6224;I36;18;YANLIŞ;
6224;I37;18;YANLIŞ;
6224;I38;18;YANLIŞ;
6224;I42;18;YANLIŞ;
6224;I45;18;YANLIŞ;
6225;I35;18;YANLIŞ;
6225;I36;18;YANLIŞ;
6225;I37;18;YANLIŞ;
6225;I38;18;YANLIŞ;
6225;I42;18;YANLIŞ;
6225;I45;18;YANLIŞ;
6226;I35;18;YANLIŞ;
6226;I36;18;YANLIŞ;
6226;I37;18;YANLIŞ;
6226;I38;18;YANLIŞ;
6226;I42;18;YANLIŞ;
6226;I45;18;YANLIŞ;
6227;I35;18;YANLIŞ;
6227;I36;18;YANLIŞ;
6227;I37;18;YANLIŞ;
6227;I38;18;YANLIŞ;
6227;I42;18;YANLIŞ;
6227;I45;18;YANLIŞ;
6228;I35;18;YANLIŞ;
6228;I36;18;YANLIŞ;
6228;I37;18;YANLIŞ;
6228;I38;18;YANLIŞ;
6228;I42;18;YANLIŞ;
