source;target;interaction;directed;
I418;2514;16;YANLIŞ;
I418;2515;16;YANLIŞ;
I418;2516;16;YANLIŞ;
I418;2517;16;YANLIŞ;
I418;2518;16;YANLIŞ;
I418;2519;16;YANLIŞ;
I418;2520;16;YANLIŞ;
I418;2521;16;YANLIŞ;
I418;2522;16;YANLIŞ;
I418;2523;16;YANLIŞ;
I418;2524;16;YANLIŞ;
I418;2525;16;YANLIŞ;
I418;2526;16;YANLIŞ;
I418;2527;16;YANLIŞ;
I418;2528;16;YANLIŞ;
I418;2529;16;YANLIŞ;
I418;2530;16;YANLIŞ;
I418;2531;16;YANLIŞ;
I418;2532;16;YANLIŞ;
I418;2533;16;YANLIŞ;
I418;2534;16;YANLIŞ;
I418;2535;16;YANLIŞ;
I418;2536;16;YANLIŞ;
I418;2537;16;YANLIŞ;
I418;2538;16;YANLIŞ;
I418;2539;16;YANLIŞ;
I418;2540;16;YANLIŞ;
I418;2541;16;YANLIŞ;
I418;2542;16;YANLIŞ;
I418;2543;16;YANLIŞ;
I418;2544;16;YANLIŞ;
I418;2545;16;YANLIŞ;
I418;2546;16;YANLIŞ;
I418;2547;16;YANLIŞ;
I418;2548;16;YANLIŞ;
I418;2549;16;YANLIŞ;
I418;2550;16;YANLIŞ;
I418;2551;16;YANLIŞ;
I418;2552;16;YANLIŞ;
I418;2553;16;YANLIŞ;
I418;2554;16;YANLIŞ;
I418;2555;16;YANLIŞ;
I418;2556;16;YANLIŞ;
I418;2557;16;YANLIŞ;
I418;2558;16;YANLIŞ;
I418;2559;16;YANLIŞ;
I418;2560;16;YANLIŞ;
I418;2561;16;YANLIŞ;
I418;2562;16;YANLIŞ;
I418;2563;16;YANLIŞ;
I418;2564;16;YANLIŞ;
I418;2565;16;YANLIŞ;
I418;2566;16;YANLIŞ;
I418;2567;16;YANLIŞ;
I418;2568;16;YANLIŞ;
I418;2569;16;YANLIŞ;
I418;2570;16;YANLIŞ;
I418;2571;16;YANLIŞ;
I418;2572;16;YANLIŞ;
I418;2573;16;YANLIŞ;
I418;2574;16;YANLIŞ;
I418;2575;16;YANLIŞ;
I418;2576;16;YANLIŞ;
I418;2577;16;YANLIŞ;
I418;2578;16;YANLIŞ;
I418;2579;16;YANLIŞ;
I418;2580;16;YANLIŞ;
I418;2581;16;YANLIŞ;
I418;2582;16;YANLIŞ;
I418;2583;16;YANLIŞ;
I418;2584;16;YANLIŞ;
I418;2585;16;YANLIŞ;
I418;2586;16;YANLIŞ;
I418;2587;16;YANLIŞ;
I418;2588;16;YANLIŞ;
I418;2589;16;YANLIŞ;
I418;2590;16;YANLIŞ;
I418;2591;16;YANLIŞ;
I418;I417;16;YANLIŞ;
I418;I416;16;YANLIŞ;
I418;I415;16;YANLIŞ;
I418;I414;16;YANLIŞ;
I418;I413;16;YANLIŞ;
I418;I412;16;YANLIŞ;
I418;I411;16;YANLIŞ;
I418;I410;16;YANLIŞ;
I418;I409;16;YANLIŞ;
I418;I408;16;YANLIŞ;
I418;I407;16;YANLIŞ;
I418;I406;16;YANLIŞ;
I418;I405;16;YANLIŞ;
I418;I404;16;YANLIŞ;
I418;I403;16;YANLIŞ;
I418;I402;16;YANLIŞ;
I418;I401;16;YANLIŞ;
I418;I399;16;YANLIŞ;
I418;I398;16;YANLIŞ;
I418;I397;16;YANLIŞ;
I418;I396;16;YANLIŞ;
I417;2251;16;YANLIŞ;
I417;2252;16;YANLIŞ;
I417;2253;16;YANLIŞ;
I417;2254;16;YANLIŞ;
I417;2255;16;YANLIŞ;
I417;2256;16;YANLIŞ;
I417;2257;16;YANLIŞ;
I417;2258;16;YANLIŞ;
I417;2259;16;YANLIŞ;
I417;2260;16;YANLIŞ;
I417;2261;16;YANLIŞ;
I417;2262;16;YANLIŞ;
I417;2263;16;YANLIŞ;
I417;2264;16;YANLIŞ;
I417;2265;16;YANLIŞ;
I417;2266;16;YANLIŞ;
I417;2267;16;YANLIŞ;
I417;2268;16;YANLIŞ;
I417;2269;16;YANLIŞ;
I417;2270;16;YANLIŞ;
I417;2271;16;YANLIŞ;
I417;2272;16;YANLIŞ;
I417;2273;16;YANLIŞ;
I417;2274;16;YANLIŞ;
I417;2275;16;YANLIŞ;
I417;2276;16;YANLIŞ;
I417;2277;16;YANLIŞ;
I417;2278;16;YANLIŞ;
I417;2279;16;YANLIŞ;
I417;2280;16;YANLIŞ;
I417;2281;16;YANLIŞ;
I417;2282;16;YANLIŞ;
I417;2283;16;YANLIŞ;
I417;2284;16;YANLIŞ;
I417;2285;16;YANLIŞ;
I417;2286;16;YANLIŞ;
I417;2287;16;YANLIŞ;
I417;2288;16;YANLIŞ;
I417;2289;16;YANLIŞ;
I417;2290;16;YANLIŞ;
I417;2291;16;YANLIŞ;
I417;2292;16;YANLIŞ;
I417;2293;16;YANLIŞ;
I417;2294;16;YANLIŞ;
I417;2295;16;YANLIŞ;
I417;2296;16;YANLIŞ;
I417;2297;16;YANLIŞ;
I417;2298;16;YANLIŞ;
I417;2299;16;YANLIŞ;
I417;2300;16;YANLIŞ;
I417;2301;16;YANLIŞ;
I417;2302;16;YANLIŞ;
I417;2303;16;YANLIŞ;
I417;2304;16;YANLIŞ;
I417;2305;16;YANLIŞ;
I417;2306;16;YANLIŞ;
I417;2307;16;YANLIŞ;
I417;2308;16;YANLIŞ;
I417;2309;16;YANLIŞ;
I417;2310;16;YANLIŞ;
I417;2311;16;YANLIŞ;
I417;2312;16;YANLIŞ;
I417;2313;16;YANLIŞ;
I417;2314;16;YANLIŞ;
I417;2315;16;YANLIŞ;
I417;2316;16;YANLIŞ;
I417;2317;16;YANLIŞ;
I417;2318;16;YANLIŞ;
I417;2319;16;YANLIŞ;
I417;2320;16;YANLIŞ;
I417;2321;16;YANLIŞ;
I417;2322;16;YANLIŞ;
I417;2323;16;YANLIŞ;
I417;2324;16;YANLIŞ;
I417;2325;16;YANLIŞ;
I417;2326;16;YANLIŞ;
I417;2327;16;YANLIŞ;
I417;2328;16;YANLIŞ;
I417;2329;16;YANLIŞ;
I417;2330;16;YANLIŞ;
I417;2331;16;YANLIŞ;
I417;2332;16;YANLIŞ;
I417;2333;16;YANLIŞ;
I417;2334;16;YANLIŞ;
I417;2335;16;YANLIŞ;
I417;2336;16;YANLIŞ;
I417;2337;16;YANLIŞ;
I417;2338;16;YANLIŞ;
I417;2339;16;YANLIŞ;
I417;2340;16;YANLIŞ;
I417;2341;16;YANLIŞ;
I417;2342;16;YANLIŞ;
I417;2343;16;YANLIŞ;
I417;2344;16;YANLIŞ;
I417;2345;16;YANLIŞ;
I417;2346;16;YANLIŞ;
I417;2347;16;YANLIŞ;
I417;2348;16;YANLIŞ;
I417;2349;16;YANLIŞ;
I417;2350;16;YANLIŞ;
I417;2351;16;YANLIŞ;
I417;2352;16;YANLIŞ;
I417;2353;16;YANLIŞ;
I417;2354;16;YANLIŞ;
I417;2355;16;YANLIŞ;
I417;2356;16;YANLIŞ;
I417;2357;16;YANLIŞ;
I417;2358;16;YANLIŞ;
I417;2359;16;YANLIŞ;
I417;2360;16;YANLIŞ;
I417;2361;16;YANLIŞ;
I417;2362;16;YANLIŞ;
I417;2363;16;YANLIŞ;
I417;2364;16;YANLIŞ;
I417;2365;16;YANLIŞ;
I417;2366;16;YANLIŞ;
I417;2367;16;YANLIŞ;
I417;2368;16;YANLIŞ;
I417;2369;16;YANLIŞ;
I417;2370;16;YANLIŞ;
I417;2371;16;YANLIŞ;
I417;2372;16;YANLIŞ;
I417;2373;16;YANLIŞ;
I417;2374;16;YANLIŞ;
I417;2375;16;YANLIŞ;
I417;2376;16;YANLIŞ;
I417;2377;16;YANLIŞ;
I417;2378;16;YANLIŞ;
I417;2379;16;YANLIŞ;
I417;2380;16;YANLIŞ;
I417;2381;16;YANLIŞ;
I417;2382;16;YANLIŞ;
I417;2383;16;YANLIŞ;
I417;2384;16;YANLIŞ;
I417;2385;16;YANLIŞ;
I417;2386;16;YANLIŞ;
I417;2387;16;YANLIŞ;
I417;2388;16;YANLIŞ;
I417;2389;16;YANLIŞ;
I417;2390;16;YANLIŞ;
I417;2391;16;YANLIŞ;
I417;2392;16;YANLIŞ;
I417;2393;16;YANLIŞ;
I417;2394;16;YANLIŞ;
I417;2395;16;YANLIŞ;
I417;2396;16;YANLIŞ;
I417;2397;16;YANLIŞ;
I417;2398;16;YANLIŞ;
I417;2399;16;YANLIŞ;
I417;2400;16;YANLIŞ;
I417;2401;16;YANLIŞ;
I417;2402;16;YANLIŞ;
I417;2403;16;YANLIŞ;
I417;2404;16;YANLIŞ;
I417;2405;16;YANLIŞ;
I417;2406;16;YANLIŞ;
I417;2407;16;YANLIŞ;
I417;2408;16;YANLIŞ;
I417;2409;16;YANLIŞ;
I417;2410;16;YANLIŞ;
I417;2411;16;YANLIŞ;
I417;2412;16;YANLIŞ;
I417;2413;16;YANLIŞ;
I417;2414;16;YANLIŞ;
I417;2415;16;YANLIŞ;
I417;2416;16;YANLIŞ;
I417;2417;16;YANLIŞ;
I417;2418;16;YANLIŞ;
I417;2419;16;YANLIŞ;
I417;2420;16;YANLIŞ;
I417;2421;16;YANLIŞ;
I417;2422;16;YANLIŞ;
I417;2423;16;YANLIŞ;
I417;2424;16;YANLIŞ;
I417;2425;16;YANLIŞ;
I417;2426;16;YANLIŞ;
I417;2427;16;YANLIŞ;
I417;2428;16;YANLIŞ;
I417;2429;16;YANLIŞ;
I417;2430;16;YANLIŞ;
I417;2431;16;YANLIŞ;
I417;2432;16;YANLIŞ;
I417;2433;16;YANLIŞ;
I417;2434;16;YANLIŞ;
I417;2435;16;YANLIŞ;
I417;2436;16;YANLIŞ;
I417;2437;16;YANLIŞ;
I417;2438;16;YANLIŞ;
I417;2439;16;YANLIŞ;
I417;2440;16;YANLIŞ;
I417;2441;16;YANLIŞ;
I417;2442;16;YANLIŞ;
I417;2443;16;YANLIŞ;
I417;2444;16;YANLIŞ;
I417;2445;16;YANLIŞ;
I417;2446;16;YANLIŞ;
I417;2447;16;YANLIŞ;
I417;2448;16;YANLIŞ;
I417;2449;16;YANLIŞ;
I417;2450;16;YANLIŞ;
I417;2451;16;YANLIŞ;
I417;2452;16;YANLIŞ;
I417;2453;16;YANLIŞ;
I417;2454;16;YANLIŞ;
I417;2455;16;YANLIŞ;
I417;2456;16;YANLIŞ;
I417;2457;16;YANLIŞ;
I417;2458;16;YANLIŞ;
I417;2459;16;YANLIŞ;
I417;2460;16;YANLIŞ;
I417;2461;16;YANLIŞ;
I417;2462;16;YANLIŞ;
I417;2463;16;YANLIŞ;
I417;2464;16;YANLIŞ;
I417;2465;16;YANLIŞ;
I417;2466;16;YANLIŞ;
I417;2467;16;YANLIŞ;
I417;2468;16;YANLIŞ;
I417;2469;16;YANLIŞ;
I417;2470;16;YANLIŞ;
I417;2471;16;YANLIŞ;
I417;2472;16;YANLIŞ;
I417;2473;16;YANLIŞ;
I417;2474;16;YANLIŞ;
I417;2475;16;YANLIŞ;
I417;2476;16;YANLIŞ;
I417;2477;16;YANLIŞ;
I417;2478;16;YANLIŞ;
I417;2479;16;YANLIŞ;
I417;2480;16;YANLIŞ;
I417;2481;16;YANLIŞ;
I417;2482;16;YANLIŞ;
I417;2483;16;YANLIŞ;
I417;2484;16;YANLIŞ;
I417;2485;16;YANLIŞ;
I417;2486;16;YANLIŞ;
I417;2487;16;YANLIŞ;
I417;2488;16;YANLIŞ;
I417;2489;16;YANLIŞ;
I417;2490;16;YANLIŞ;
I417;2491;16;YANLIŞ;
I417;2492;16;YANLIŞ;
I417;2493;16;YANLIŞ;
I417;2494;16;YANLIŞ;
I417;2495;16;YANLIŞ;
I417;2496;16;YANLIŞ;
I417;2497;16;YANLIŞ;
I417;2498;16;YANLIŞ;
I417;2499;16;YANLIŞ;
I417;2500;16;YANLIŞ;
I417;2501;16;YANLIŞ;
I417;2502;16;YANLIŞ;
I417;2503;16;YANLIŞ;
I417;2504;16;YANLIŞ;
I417;2505;16;YANLIŞ;
I417;2506;16;YANLIŞ;
I417;2507;16;YANLIŞ;
I417;2508;16;YANLIŞ;
I417;2509;16;YANLIŞ;
I417;2510;16;YANLIŞ;
I417;2511;16;YANLIŞ;
I417;2512;16;YANLIŞ;
I417;2513;16;YANLIŞ;
I417;2514;16;YANLIŞ;
I417;2515;16;YANLIŞ;
I417;2516;16;YANLIŞ;
I417;2517;16;YANLIŞ;
I417;2518;16;YANLIŞ;
I417;2519;16;YANLIŞ;
I417;2520;16;YANLIŞ;
I417;2521;16;YANLIŞ;
I417;2522;16;YANLIŞ;
I417;2523;16;YANLIŞ;
I417;2524;16;YANLIŞ;
I417;2525;16;YANLIŞ;
I417;2526;16;YANLIŞ;
I417;2527;16;YANLIŞ;
I417;2528;16;YANLIŞ;
I417;2529;16;YANLIŞ;
I417;2530;16;YANLIŞ;
I417;2531;16;YANLIŞ;
I417;2532;16;YANLIŞ;
I417;2533;16;YANLIŞ;
I417;2534;16;YANLIŞ;
I417;2535;16;YANLIŞ;
I417;2536;16;YANLIŞ;
I417;2537;16;YANLIŞ;
I417;2538;16;YANLIŞ;
I417;2539;16;YANLIŞ;
I417;2540;16;YANLIŞ;
I417;2541;16;YANLIŞ;
I417;2542;16;YANLIŞ;
I417;2543;16;YANLIŞ;
I417;2544;16;YANLIŞ;
I417;2545;16;YANLIŞ;
I417;2546;16;YANLIŞ;
I417;2547;16;YANLIŞ;
I417;2548;16;YANLIŞ;
I417;2549;16;YANLIŞ;
I417;2550;16;YANLIŞ;
I417;2551;16;YANLIŞ;
I417;2552;16;YANLIŞ;
I417;2553;16;YANLIŞ;
I417;2554;16;YANLIŞ;
I417;2555;16;YANLIŞ;
I417;2556;16;YANLIŞ;
I417;2557;16;YANLIŞ;
I417;2558;16;YANLIŞ;
I417;2559;16;YANLIŞ;
I417;2560;16;YANLIŞ;
I417;2561;16;YANLIŞ;
I417;2562;16;YANLIŞ;
I417;2563;16;YANLIŞ;
I417;2564;16;YANLIŞ;
I417;2565;16;YANLIŞ;
I417;2566;16;YANLIŞ;
I417;2567;16;YANLIŞ;
I417;2568;16;YANLIŞ;
I417;2569;16;YANLIŞ;
I417;2570;16;YANLIŞ;
I417;2571;16;YANLIŞ;
I417;2572;16;YANLIŞ;
I417;2573;16;YANLIŞ;
I417;2574;16;YANLIŞ;
I417;2575;16;YANLIŞ;
I417;2576;16;YANLIŞ;
I417;2577;16;YANLIŞ;
I417;2578;16;YANLIŞ;
I417;2579;16;YANLIŞ;
I417;2580;16;YANLIŞ;
I417;2581;16;YANLIŞ;
I417;2582;16;YANLIŞ;
I417;2583;16;YANLIŞ;
I417;2584;16;YANLIŞ;
I417;2585;16;YANLIŞ;
I417;2586;16;YANLIŞ;
I417;2587;16;YANLIŞ;
I417;2588;16;YANLIŞ;
I417;2589;16;YANLIŞ;
I417;2590;16;YANLIŞ;
I417;2591;16;YANLIŞ;
I417;I416;16;YANLIŞ;
I417;I415;16;YANLIŞ;
I417;I414;16;YANLIŞ;
I417;I413;16;YANLIŞ;
I417;I412;16;YANLIŞ;
I417;I411;16;YANLIŞ;
I417;I410;16;YANLIŞ;
I417;I409;16;YANLIŞ;
I417;I408;16;YANLIŞ;
I417;I407;16;YANLIŞ;
I417;I406;16;YANLIŞ;
I417;I405;16;YANLIŞ;
I417;I404;16;YANLIŞ;
I417;I403;16;YANLIŞ;
I417;I402;16;YANLIŞ;
I417;I401;16;YANLIŞ;
I417;I399;16;YANLIŞ;
I417;I398;16;YANLIŞ;
I417;I397;16;YANLIŞ;
I417;I396;16;YANLIŞ;
I416;2251;16;YANLIŞ;
I416;2252;16;YANLIŞ;
I416;2253;16;YANLIŞ;
I416;2254;16;YANLIŞ;
I416;2255;16;YANLIŞ;
I416;2256;16;YANLIŞ;
I416;2257;16;YANLIŞ;
I416;2258;16;YANLIŞ;
I416;2259;16;YANLIŞ;
I416;2260;16;YANLIŞ;
I416;2261;16;YANLIŞ;
I416;2262;16;YANLIŞ;
I416;2263;16;YANLIŞ;
I416;2264;16;YANLIŞ;
I416;2265;16;YANLIŞ;
I416;2266;16;YANLIŞ;
I416;2267;16;YANLIŞ;
I416;2268;16;YANLIŞ;
I416;2269;16;YANLIŞ;
I416;2270;16;YANLIŞ;
I416;2271;16;YANLIŞ;
I416;2272;16;YANLIŞ;
I416;2273;16;YANLIŞ;
I416;2274;16;YANLIŞ;
I416;2275;16;YANLIŞ;
I416;2276;16;YANLIŞ;
I416;2277;16;YANLIŞ;
I416;2278;16;YANLIŞ;
I416;2279;16;YANLIŞ;
I416;2280;16;YANLIŞ;
I416;2281;16;YANLIŞ;
I416;2282;16;YANLIŞ;
I416;2283;16;YANLIŞ;
I416;2284;16;YANLIŞ;
I416;2285;16;YANLIŞ;
I416;2286;16;YANLIŞ;
I416;2287;16;YANLIŞ;
I416;2288;16;YANLIŞ;
I416;2289;16;YANLIŞ;
I416;2290;16;YANLIŞ;
I416;2291;16;YANLIŞ;
I416;2292;16;YANLIŞ;
I416;2293;16;YANLIŞ;
I416;2294;16;YANLIŞ;
I416;2295;16;YANLIŞ;
I416;2296;16;YANLIŞ;
I416;2297;16;YANLIŞ;
I416;2298;16;YANLIŞ;
I416;2299;16;YANLIŞ;
I416;2300;16;YANLIŞ;
I416;2301;16;YANLIŞ;
I416;2302;16;YANLIŞ;
I416;2303;16;YANLIŞ;
I416;2304;16;YANLIŞ;
I416;2305;16;YANLIŞ;
I416;2306;16;YANLIŞ;
I416;2307;16;YANLIŞ;
I416;2308;16;YANLIŞ;
I416;2309;16;YANLIŞ;
I416;2310;16;YANLIŞ;
I416;2311;16;YANLIŞ;
I416;2312;16;YANLIŞ;
I416;2313;16;YANLIŞ;
I416;2314;16;YANLIŞ;
I416;2315;16;YANLIŞ;
I416;2316;16;YANLIŞ;
I416;2317;16;YANLIŞ;
I416;2318;16;YANLIŞ;
I416;2319;16;YANLIŞ;
I416;2320;16;YANLIŞ;
I416;2321;16;YANLIŞ;
I416;2322;16;YANLIŞ;
I416;2323;16;YANLIŞ;
I416;2324;16;YANLIŞ;
I416;2325;16;YANLIŞ;
I416;2326;16;YANLIŞ;
I416;2327;16;YANLIŞ;
I416;2328;16;YANLIŞ;
I416;2329;16;YANLIŞ;
I416;2330;16;YANLIŞ;
I416;2331;16;YANLIŞ;
I416;2332;16;YANLIŞ;
I416;2333;16;YANLIŞ;
I416;2334;16;YANLIŞ;
I416;2335;16;YANLIŞ;
I416;2336;16;YANLIŞ;
I416;2337;16;YANLIŞ;
I416;2338;16;YANLIŞ;
I416;2339;16;YANLIŞ;
I416;2340;16;YANLIŞ;
I416;2341;16;YANLIŞ;
I416;2342;16;YANLIŞ;
I416;2343;16;YANLIŞ;
I416;2344;16;YANLIŞ;
I416;2345;16;YANLIŞ;
I416;2346;16;YANLIŞ;
I416;2347;16;YANLIŞ;
I416;2348;16;YANLIŞ;
I416;2349;16;YANLIŞ;
I416;2350;16;YANLIŞ;
I416;2351;16;YANLIŞ;
I416;2352;16;YANLIŞ;
I416;2353;16;YANLIŞ;
I416;2354;16;YANLIŞ;
I416;2355;16;YANLIŞ;
I416;2356;16;YANLIŞ;
I416;2357;16;YANLIŞ;
I416;2358;16;YANLIŞ;
I416;2359;16;YANLIŞ;
I416;2360;16;YANLIŞ;
I416;2361;16;YANLIŞ;
I416;2362;16;YANLIŞ;
I416;2363;16;YANLIŞ;
I416;2364;16;YANLIŞ;
I416;2365;16;YANLIŞ;
I416;2366;16;YANLIŞ;
I416;2367;16;YANLIŞ;
I416;2368;16;YANLIŞ;
I416;2369;16;YANLIŞ;
I416;2370;16;YANLIŞ;
I416;2371;16;YANLIŞ;
I416;2372;16;YANLIŞ;
I416;2373;16;YANLIŞ;
I416;2374;16;YANLIŞ;
I416;2375;16;YANLIŞ;
I416;2376;16;YANLIŞ;
I416;2377;16;YANLIŞ;
I416;2378;16;YANLIŞ;
I416;2379;16;YANLIŞ;
I416;2380;16;YANLIŞ;
I416;2381;16;YANLIŞ;
I416;2382;16;YANLIŞ;
I416;2383;16;YANLIŞ;
I416;2384;16;YANLIŞ;
I416;2385;16;YANLIŞ;
I416;2386;16;YANLIŞ;
I416;2387;16;YANLIŞ;
I416;2388;16;YANLIŞ;
I416;2389;16;YANLIŞ;
I416;2390;16;YANLIŞ;
I416;2391;16;YANLIŞ;
I416;2392;16;YANLIŞ;
I416;2393;16;YANLIŞ;
I416;2394;16;YANLIŞ;
I416;2395;16;YANLIŞ;
I416;2396;16;YANLIŞ;
I416;2397;16;YANLIŞ;
I416;2398;16;YANLIŞ;
I416;2399;16;YANLIŞ;
I416;2400;16;YANLIŞ;
I416;2401;16;YANLIŞ;
I416;2402;16;YANLIŞ;
I416;2403;16;YANLIŞ;
I416;2404;16;YANLIŞ;
I416;2405;16;YANLIŞ;
I416;2406;16;YANLIŞ;
I416;2407;16;YANLIŞ;
I416;2408;16;YANLIŞ;
I416;2409;16;YANLIŞ;
I416;2410;16;YANLIŞ;
I416;2411;16;YANLIŞ;
I416;2412;16;YANLIŞ;
I416;2413;16;YANLIŞ;
I416;2414;16;YANLIŞ;
I416;2415;16;YANLIŞ;
I416;2416;16;YANLIŞ;
I416;2417;16;YANLIŞ;
I416;2418;16;YANLIŞ;
I416;2419;16;YANLIŞ;
I416;2420;16;YANLIŞ;
I416;2421;16;YANLIŞ;
I416;2422;16;YANLIŞ;
I416;2423;16;YANLIŞ;
I416;2424;16;YANLIŞ;
I416;2425;16;YANLIŞ;
I416;2426;16;YANLIŞ;
I416;2427;16;YANLIŞ;
I416;2428;16;YANLIŞ;
I416;2429;16;YANLIŞ;
I416;2430;16;YANLIŞ;
I416;2431;16;YANLIŞ;
I416;2432;16;YANLIŞ;
I416;2433;16;YANLIŞ;
I416;2434;16;YANLIŞ;
I416;2435;16;YANLIŞ;
I416;2436;16;YANLIŞ;
I416;2437;16;YANLIŞ;
I416;2438;16;YANLIŞ;
I416;2439;16;YANLIŞ;
I416;2440;16;YANLIŞ;
I416;2441;16;YANLIŞ;
I416;2442;16;YANLIŞ;
I416;2443;16;YANLIŞ;
I416;2444;16;YANLIŞ;
I416;2445;16;YANLIŞ;
I416;2446;16;YANLIŞ;
I416;2447;16;YANLIŞ;
I416;2448;16;YANLIŞ;
I416;2449;16;YANLIŞ;
I416;2450;16;YANLIŞ;
I416;2451;16;YANLIŞ;
I416;2452;16;YANLIŞ;
I416;2453;16;YANLIŞ;
I416;2454;16;YANLIŞ;
I416;2455;16;YANLIŞ;
I416;2456;16;YANLIŞ;
I416;2457;16;YANLIŞ;
I416;2458;16;YANLIŞ;
I416;2459;16;YANLIŞ;
I416;2460;16;YANLIŞ;
I416;2461;16;YANLIŞ;
I416;2462;16;YANLIŞ;
I416;2463;16;YANLIŞ;
I416;2464;16;YANLIŞ;
I416;2465;16;YANLIŞ;
I416;2466;16;YANLIŞ;
I416;2467;16;YANLIŞ;
I416;2468;16;YANLIŞ;
I416;2469;16;YANLIŞ;
I416;2470;16;YANLIŞ;
I416;2471;16;YANLIŞ;
I416;2472;16;YANLIŞ;
I416;2473;16;YANLIŞ;
I416;2474;16;YANLIŞ;
I416;2475;16;YANLIŞ;
I416;2476;16;YANLIŞ;
I416;2477;16;YANLIŞ;
I416;2478;16;YANLIŞ;
I416;2479;16;YANLIŞ;
I416;2480;16;YANLIŞ;
I416;2481;16;YANLIŞ;
I416;2482;16;YANLIŞ;
I416;2483;16;YANLIŞ;
I416;2484;16;YANLIŞ;
I416;2485;16;YANLIŞ;
I416;2486;16;YANLIŞ;
I416;2487;16;YANLIŞ;
I416;2488;16;YANLIŞ;
I416;2489;16;YANLIŞ;
I416;2490;16;YANLIŞ;
I416;2491;16;YANLIŞ;
I416;2492;16;YANLIŞ;
I416;2493;16;YANLIŞ;
I416;2494;16;YANLIŞ;
I416;2495;16;YANLIŞ;
I416;2496;16;YANLIŞ;
I416;2497;16;YANLIŞ;
I416;2498;16;YANLIŞ;
I416;2499;16;YANLIŞ;
I416;2500;16;YANLIŞ;
I416;2501;16;YANLIŞ;
I416;2502;16;YANLIŞ;
I416;2503;16;YANLIŞ;
I416;2504;16;YANLIŞ;
I416;2505;16;YANLIŞ;
I416;2506;16;YANLIŞ;
I416;2507;16;YANLIŞ;
I416;2508;16;YANLIŞ;
I416;2509;16;YANLIŞ;
I416;2510;16;YANLIŞ;
I416;2511;16;YANLIŞ;
I416;2512;16;YANLIŞ;
I416;2513;16;YANLIŞ;
I416;2514;16;YANLIŞ;
I416;2515;16;YANLIŞ;
I416;2516;16;YANLIŞ;
I416;2517;16;YANLIŞ;
I416;2518;16;YANLIŞ;
I416;2519;16;YANLIŞ;
I416;2520;16;YANLIŞ;
I416;2521;16;YANLIŞ;
I416;2522;16;YANLIŞ;
I416;2523;16;YANLIŞ;
I416;2524;16;YANLIŞ;
I416;2525;16;YANLIŞ;
I416;2526;16;YANLIŞ;
I416;2527;16;YANLIŞ;
I416;2528;16;YANLIŞ;
I416;2529;16;YANLIŞ;
I416;2530;16;YANLIŞ;
I416;2531;16;YANLIŞ;
I416;2532;16;YANLIŞ;
I416;2533;16;YANLIŞ;
I416;2534;16;YANLIŞ;
I416;2535;16;YANLIŞ;
I416;2536;16;YANLIŞ;
I416;2537;16;YANLIŞ;
I416;2538;16;YANLIŞ;
I416;2539;16;YANLIŞ;
I416;2540;16;YANLIŞ;
I416;2541;16;YANLIŞ;
I416;2542;16;YANLIŞ;
I416;2543;16;YANLIŞ;
I416;2544;16;YANLIŞ;
I416;2545;16;YANLIŞ;
I416;2546;16;YANLIŞ;
I416;2547;16;YANLIŞ;
I416;2548;16;YANLIŞ;
I416;2549;16;YANLIŞ;
I416;2550;16;YANLIŞ;
I416;2551;16;YANLIŞ;
I416;2552;16;YANLIŞ;
I416;2553;16;YANLIŞ;
I416;2554;16;YANLIŞ;
I416;2555;16;YANLIŞ;
I416;2556;16;YANLIŞ;
I416;2557;16;YANLIŞ;
I416;2558;16;YANLIŞ;
I416;2559;16;YANLIŞ;
I416;2560;16;YANLIŞ;
I416;2561;16;YANLIŞ;
I416;2562;16;YANLIŞ;
I416;2563;16;YANLIŞ;
I416;2564;16;YANLIŞ;
I416;2565;16;YANLIŞ;
I416;2566;16;YANLIŞ;
I416;2567;16;YANLIŞ;
I416;2568;16;YANLIŞ;
I416;2569;16;YANLIŞ;
I416;2570;16;YANLIŞ;
I416;2571;16;YANLIŞ;
I416;2572;16;YANLIŞ;
I416;2573;16;YANLIŞ;
I416;2574;16;YANLIŞ;
I416;2575;16;YANLIŞ;
I416;2576;16;YANLIŞ;
I416;2577;16;YANLIŞ;
I416;2578;16;YANLIŞ;
I416;2579;16;YANLIŞ;
I416;2580;16;YANLIŞ;
I416;2581;16;YANLIŞ;
I416;2582;16;YANLIŞ;
I416;2583;16;YANLIŞ;
I416;2584;16;YANLIŞ;
I416;2585;16;YANLIŞ;
I416;2586;16;YANLIŞ;
I416;2587;16;YANLIŞ;
I416;2588;16;YANLIŞ;
I416;2589;16;YANLIŞ;
I416;2590;16;YANLIŞ;
I416;2591;16;YANLIŞ;
I416;I415;16;YANLIŞ;
I416;I414;16;YANLIŞ;
I416;I413;16;YANLIŞ;
I416;I412;16;YANLIŞ;
I416;I411;16;YANLIŞ;
I416;I410;16;YANLIŞ;
I416;I409;16;YANLIŞ;
I416;I408;16;YANLIŞ;
I416;I407;16;YANLIŞ;
I416;I406;16;YANLIŞ;
I416;I405;16;YANLIŞ;
I416;I404;16;YANLIŞ;
I416;I403;16;YANLIŞ;
I416;I402;16;YANLIŞ;
I416;I401;16;YANLIŞ;
I416;I399;16;YANLIŞ;
I416;I398;16;YANLIŞ;
I416;I397;16;YANLIŞ;
I416;I396;16;YANLIŞ;
I415;2251;16;YANLIŞ;
I415;2252;16;YANLIŞ;
